0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	450	3.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
0.00	8	50	1.00
