0.00	5	0	0.00
0.00	5	0	0.00
0.00	5	0	0.00
0.00	5	0	0.00
0.00	5	0	0.00
0.00	5	0	0.00
0.00	5	0	0.00
0.00	5	0	0.00
0.00	5	0	0.00
0.00	5	1000	0.00
0.00	5	0	0.00
0.00	5	0	0.00
0.00	5	0	0.00
0.00	5	0	0.00
0.00	5	0	0.00
0.00	5	0	0.00
0.00	5	0	0.00
0.00	5	0	0.00
0.00	5	0	0.00
0.00	5	0	0.00
0.00	5	0	0.00
0.00	5	0	0.00
0.00	5	0	0.00
0.00	5	0	0.00
0.00	5	0	0.00
0.00	5	0	0.00
0.00	5	0	0.00
0.00	5	0	0.00
0.00	5	0	0.00
0.00	5	0	0.00
0.00	5	0	0.00
0.00	5	0	0.00
0.00	5	0	0.00
0.00	5	0	0.00
0.00	5	0	0.00
0.00	5	0	0.00
0.00	5	0	0.00
0.00	5	0	0.00
0.00	5	0	0.00
0.00	5	0	0.00
0.00	5	0	0.00
0.00	5	0	0.00
0.00	5	0	0.00
0.00	5	0	0.00
0.00	5	0	0.00
0.00	5	0	0.00
0.00	5	0	0.00
0.00	5	0	0.00
0.00	5	0	0.00
0.00	5	0	0.00
